,Unnamed: 0,pl_name,hostname,pl_type,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,st_spectype,st_teff,st_rad,st_mass,st_met,companion_type,pl_sus_data,discoverymethod,pl_refname,baseline,num_obs
383,383,HD169830 b,HD169830,WJ,1,2,225.789,0.813,,,939.50077109,2.956,0.306,0.012,-0.013,,6179.26,1.935709,1.406679,0.1198,1.0,0.0,Radial Velocity,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,2458741.465173,85.0
384,384,HD169830 c,HD169830,CJ,1,2,1831.9,3.282,,,1115.57770857,3.51,0.257,0.019,-0.019,,6179.26,1.935709,1.406679,0.1198,11.0,0.0,Radial Velocity,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,2458741.465173,85.0
385,385,HD168443 b,HD168443,WJ,1,2,58.11159,0.2977,,,2517.20098344,7.92,0.5313,0.00062,-0.00061,,5530.02,1.711479,1.042438,0.0762,1.0,0.0,Radial Velocity,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,2458987.11301,339.0
386,386,HD168443 c,HD168443,CJ,1,2,1749.67,2.881,,,5644.63250832,17.76,0.2112,0.0013,-0.0013,,5530.02,1.711479,1.042438,0.0762,11.0,0.0,Radial Velocity,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,2458987.11301,339.0
387,387,HD156279 b,HD156279,WJ,1,2,133.4031,0.5041,,,3019.3698665,9.5,0.64779,0.00068,-0.00066,,5458.24,0.966117,0.959814,0.1917,1.0,0.0,Radial Velocity,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,5812.868052999955,87.0
388,388,HD156279 c,HD156279,CJ,1,2,4758.0,5.461,,,3003.47844615,9.45,0.2597,0.005,-0.0049,,5458.24,0.966117,0.959814,0.1917,11.0,0.0,Radial Velocity,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,5812.868052999955,87.0
389,389,14Her b,14Her,CJ,1,2,1766.41,2.83,,,1541.46777395,4.85,0.3674,0.0035,-0.0038,,5314.94,0.995819,0.969205,0.4052,1.0,0.0,Radial Velocity,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,8360.053084999789,491.0
390,390,HD145675 c,14Her,CJ,1,2,25000.0,16.4,,,1843.4047606,5.8,0.45,0.17,-0.15,,5314.94,0.995819,0.969205,0.4052,13.0,0.0,Radial Velocity,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,8360.053084999789,491.0
391,391,HD87883 b,HD87883,CJ,1,1,3303.0,4.072,,,728.46270884,2.292,0.7121,0.0083,-0.0079,,4989.41,0.798557,0.825766,0.1045,1.0,0.0,Radial Velocity,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,7748.907953000162,132.0
392,392,HD8574 b,HD8574,WJ,1,1,227.04,0.75,,,561.28496676,1.766,0.306,0.022,-0.022,,6004.14,1.423047,1.090782,-0.0104,1.0,0.0,Radial Velocity,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,7750.133550999686,68.0
393,393,HD80606 b,HD80606,WJ,2,1,111.43639,0.4602,,,1322.16617312,4.16,0.93043,0.00068,-0.00069,,5565.89,1.066485,1.047138,0.3481,1.0,0.0,Radial Velocity,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,6876.997987999581,112.0
394,394,HD50554 b,HD50554,CJ,1,1,1222.8,2.265,,,1382.55357045,4.35,0.459,0.019,-0.018,,5968.36,1.145857,1.037039,-0.0214,1.0,0.0,Radial Velocity,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,8024.0662889997475,115.0
395,395,HD209458 b,HD209458,HJ,1,1,3.52476,0.04634,,,211.35589065,0.665,0.01,0.011,-0.0074,,6026.35,1.199976,1.069175,-0.0055,1.0,0.0,Radial Velocity,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,7397.88816299988,143.0
396,396,HD189733 b,HD189733,HJ,2,1,2.218555,0.03126,,,369.63443734,1.163,0.027,0.021,-0.018,,5012.5,0.782719,0.827851,0.0408,1.0,0.0,Radial Velocity,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,5890.841457000002,123.0
397,397,WASP7 b,WASP7,HJ,1,1,4.9546416,0.06188,15.277867,1.363,344.20989,1.083,0.049,0.1,-0.1,,6400.0,1.466,1.285,0.0,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,1878.9956961004063,29.0
398,398,WASP5 b,WASP5,HJ,1,1,1.62842953,0.02739,13.170575,1.175,505.3497,1.59,0.012,0.1,-0.1,,5770.0,1.088,1.033,0.09,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,414.11820000000444,22.0
399,399,WASP48 b,WASP48,HJ,1,1,2.143634,0.03449,18.71903,1.67,327.68273,1.031,0.014,0.1,-0.1,,6000.0,1.75,1.19,-0.12,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,1953.7736535999993,25.0
400,400,WASP50 b,WASP50,HJ,1,1,1.9550938,0.02945,12.923977,1.153,464.0318,1.46,0.022,0.1,-0.1,,5400.0,0.843,0.892,-0.12,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,1462.863893400412,24.0
401,401,WASP4 b,WASP4,HJ,1,1,1.338231624,0.02287,14.90797,1.33,371.8611,1.17,0.0033,0.1,-0.1,,5436.0,0.92,0.89,-0.05,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2172.3830897999997,33.0
402,402,WASP38 b,WASP38,HJ,1,1,6.871815,0.07584,12.21781,1.09,841.61384,2.648,0.0278,0.003,-0.0028,,6180.0,1.35,1.23,-0.02,1.0,0.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,671.5846518999997,44.0
403,403,WASP34 b,WASP34,HJ,1,1,4.3176782,0.0521,13.67498,1.22,185.29489,0.583,0.025,0.1,-0.1,,5700.0,0.93,1.01,-0.02,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,1472.3401685999706,32.0
404,404,WASP32 b,WASP32,HJ,1,1,2.7186591,0.03904,12.3299,1.1,1109.2267,3.49,0.004,0.1,-0.1,,6140.0,1.09,1.07,-0.13,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,755.9699040000005,51.0
405,405,WASP3 b,WASP3,HJ,3,1,1.8468351,0.03182,15.871944,1.416,600.6987,1.89,0.0058,0.1,-0.1,,6400.0,1.366,1.26,0.0,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,1861.2410605000332,21.0
406,406,WASP26 b,WASP26,HJ,2,1,2.7565972,0.03997,14.79588,1.32,329.90754,1.038,0.0039,0.1,-0.1,,5950.0,1.34,1.12,-0.02,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,453.9072139998898,46.0
407,407,WASP24 b,WASP24,HJ,3,1,2.3412217,0.03607,14.5717,1.3,336.8998,1.06,0.0046,0.1,-0.1,,6080.0,1.331,1.15,0.07,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2317.7158399,106.0
408,408,TrES4 b,TrES4,HS,2,1,3.55392771,0.05159,20.602142,1.838,158.27934,0.498,0.015,0.1,-0.1,,6295.0,1.81,1.45,0.28,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2485.576591,23.0
409,409,TrES2 b,TrES2,HJ,2,1,2.470613374,0.03557,13.719816,1.224,385.20996,1.212,0.0028,0.1,-0.1,,5850.0,1.003,0.983,-0.15,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,1991.6171444000001,28.0
410,410,Qatar2 b,Qatar2,HJ,1,1,1.33711647,0.02153,14.056086,1.254,785.0401,2.47,0.011,0.1,-0.1,,4645.0,0.776,0.743,0.02,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,469.7937000000002,69.0
411,411,Kepler43 b,Kepler43,HJ,1,1,3.02409309,0.04436,13.00244,1.16,997.9862,3.14,0.028,0.1,-0.1,,6050.0,1.38,1.27,0.4,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,424.6909000002779,22.0
412,412,Kepler423 b,Kepler423,HJ,1,1,2.6843285,0.03582,13.361128,1.192,192.60498,0.606,0.079,0.1,-0.1,,5560.0,0.95,0.85,-0.1,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,1145.7221129997633,28.0
413,413,XO2S b,XO2S,CS,2,3,18.157,0.1344,,,82.315,0.259,0.18,0.035,-0.035,,5399.0,1.02,0.982,0.39,1.0,0.0,Radial Velocity,<a refstr=DESIDERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567L...6D/abstract target=ref> Desidera et al. 2014</a>,383.85032000000047,63.0
414,414,XO2S c,XO2S,WJ,2,3,120.8,0.4756,,,435.409,1.37,0.1528,0.0094,-0.0098,,5399.0,1.02,0.982,0.39,5.0,0.0,Radial Velocity,<a refstr=DESIDERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567L...6D/abstract target=ref> Desidera et al. 2014</a>,383.85032000000047,63.0
415,415,WASP8 b,WASP8,HJ,2,2,8.158724,0.0803953069954499,,,711.9392,2.24,0.3044,0.0039,-0.004,,,,1.04,0.17,1.0,0.0,Transit,<a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>,573.3011239999905,130.0
416,416,WASP8 c,WASP8,CJ,2,2,4323.0,5.28,,,3003.37,9.45,0.0,0.0,0.0,,,,1.04,0.17,7.0,0.0,Radial Velocity,<a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>,573.3011239999905,130.0
417,417,WASP41 b,WASP41,HJ,1,2,3.052404,0.04,13.22662,1.18,298.7602,0.94,0.026,0.1,-0.1,,5545.0,0.87,0.93,0.06,1.0,1.0,Transit,<a refstr=NEVEU_VANMALLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv150907750N/abstract target=ref>Neveu-VanMalle et al. 2015</a>,1629.8035489999993,165.0
418,418,WASP41 c,WASP41,CJ,1,2,421.0,1.07,,,1010.6994,3.18,0.294,0.024,-0.024,,5545.0,0.87,0.93,0.06,7.0,0.0,Radial Velocity,<a refstr=NEVEU_VANMALLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv150907750N/abstract target=ref>Neveu-VanMalle et al. 2015</a>,1629.8035489999993,165.0
419,419,KELT6 b,KELT6,HS,1,2,7.8455821,0.08,13.22662,1.18,141.0,0.442,0.029,0.016,-0.013,,6272.0,1.529,1.126,-0.27,1.0,0.0,Transit,<a refstr=DAMASSO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581L...6D/abstract target=ref>Damasso et al. 2015</a>,567.4109509999998,93.0
420,420,KELT6 c,KELT6,CJ,1,2,1276.0,2.39,,,1179.1493,3.71,0.21,0.039,-0.036,,6272.0,1.529,1.126,-0.27,3.0,0.0,Radial Velocity,<a refstr=DAMASSO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581L...6D/abstract target=ref>Damasso et al. 2015</a>,567.4109509999998,93.0
421,421,HIP8541 b,HIP8541,CJ,2,2,1560.2,2.8,,,1748.065,5.5,0.16,0.06,-0.06,K2 III/IV,4670.0,7.83,1.17,-0.15,1.0,0.0,Radial Velocity,<a refstr=JONES_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A..38J/abstract target=ref>Jones et al. 2016</a>,2194.5203999999994,38.0
422,422,HIP67851 b,HIP67851,WJ,1,2,89.06,0.426,,,429.05,1.35,0.17,0.04,-0.04,K0 III,4805.0,5.87,1.3,-0.03,1.0,0.0,Radial Velocity,<a refstr=WITTENMYER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...74W/abstract target=ref>Wittenmyer et al. 2015</a>,1878.8358399999997,22.0
423,423,HIP67851 c,HIP67851,CJ,1,2,1626.0,2.96,,,1233.13,3.88,0.2,0.05,-0.05,K0 III,4805.0,5.87,1.3,-0.03,11.0,0.0,Radial Velocity,<a refstr=WITTENMYER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...74W/abstract target=ref>Wittenmyer et al. 2015</a>,1878.8358399999997,22.0
424,424,HD4203 b,HD4203,CJ,1,2,437.05,1.1735,,,578.43,1.82,0.52,0.02,-0.02,,5582.0,1.49795,0.99,0.34,1.0,0.0,Radial Velocity,<a refstr=KANE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785...93K/abstract target=ref> Kane et al. 2014 </a>,4715.006000000001,61.0
425,425,HD4203 c,HD4203,CJ,1,2,6700.0,6.95,,,689.66,2.17,0.24,0.13,-0.13,,5582.0,1.49795,0.99,0.34,13.0,0.0,Radial Velocity,<a refstr=KANE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785...93K/abstract target=ref> Kane et al. 2014 </a>,4715.006000000001,61.0
426,426,HD33844 b,HD33844,CJ,1,2,551.4,1.6,,,622.9468,1.96,0.15,0.07,-0.07,K0 III,4861.0,5.29,1.78,0.27,1.0,0.0,Radial Velocity,<a refstr=WITTENMYER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...35W/abstract target=ref>Wittenmyer et al. 2016</a>,2407.7433999999994,67.0
427,427,HD33844 c,HD33844,CJ,1,2,916.0,2.24,,,556.2025,1.75,0.13,0.1,-0.1,K0 III,4861.0,5.29,1.78,0.27,13.0,0.0,Radial Velocity,<a refstr=WITTENMYER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...35W/abstract target=ref>Wittenmyer et al. 2016</a>,2407.7433999999994,67.0
428,428,HD30177 b,HD30177,CJ,1,2,2524.4,3.58,,,2568.0664,8.08,0.184,0.012,-0.012,,5580.0,,0.988,0.33,1.0,0.0,Radial Velocity,<a refstr=WITTENMYER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..167W/abstract target=ref>Wittenmyer et al. 2017</a>,6231.04911,63.0
429,429,HD30177 c,HD30177,CJ,1,2,11613.0,9.89,,,2415.508,7.6,0.22,0.14,-0.14,,5580.0,,0.988,0.33,13.0,0.0,Radial Velocity,<a refstr=WITTENMYER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..167W/abstract target=ref>Wittenmyer et al. 2017</a>,6231.04911,63.0
430,430,HD27894 b,HD27894,WJ,1,3,18.02,0.125,,,211.35695,0.665,0.047,0.012,-0.008,K2 V,,,0.8,0.3,1.0,0.0,Radial Velocity,<a refstr=TRIFONOV_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602L...8T/abstract target=ref>Trifonov et al. 2017</a>,4748.041999999899,55.0
431,431,HD27894 c,HD27894,CS,1,3,36.07,0.198,,,51.48846,0.162,0.015,0.02,-0.002,K2 V,,,0.8,0.3,1.0,0.0,Radial Velocity,<a refstr=TRIFONOV_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602L...8T/abstract target=ref>Trifonov et al. 2017</a>,4748.041999999899,55.0
432,432,HD27894 d,HD27894,CJ,1,3,5174.0,5.448,,,1721.04945,5.415,0.389,0.087,-0.03,K2 V,,,0.8,0.3,55.0,0.0,Radial Velocity,<a refstr=TRIFONOV_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602L...8T/abstract target=ref>Trifonov et al. 2017</a>,4748.041999999899,55.0
433,433,HD219828 b,HD219828,HS,1,2,3.834887,0.045,,,21.0,0.06607306,0.059,0.036,-0.036,G0 IV,5891.0,1.69,1.23,0.19,1.0,0.0,Radial Velocity,<a refstr=SANTOS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...592A..13S/abstract target=ref>Santos et al. 2016</a>,5168.061951000003,114.0
434,434,HD219828 c,HD219828,CJ,1,2,4791.0,5.96,,,4799.233,15.1,0.8115,0.0032,-0.0032,G0 IV,5891.0,1.69,1.23,0.19,3.0,0.0,Radial Velocity,<a refstr=SANTOS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...592A..13S/abstract target=ref>Santos et al. 2016</a>,5168.061951000003,114.0
435,435,HD204313 b,HD204313,CJ,1,3,2024.1,3.167,,,1360.0,4.28,0.0946,0.0032,-0.0032,G5 V,5776.0,,1.02,0.18,2.0,0.0,Radial Velocity,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.134D/abstract target=ref>D&iacute;az et al. 2016</a>,5162.987999999998,193.0
436,436,HD204313 c,HD204313,SE,1,3,34.905,0.2099,,,17.6,0.0553,0.155,0.071,-0.071,G5 V,5776.0,,1.02,0.18,1.0,0.0,Radial Velocity,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.134D/abstract target=ref>D&iacute;az et al. 2016</a>,5162.987999999998,193.0
437,437,HD181433 b,HD181433,SE,1,3,9.3743,0.08,,,7.5,0.024,0.396,0.062,-0.062,K3 IV,4962.0,,0.78,0.33,1.0,0.0,Radial Velocity,<a refstr=BOUCHY_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..527B/abstract target=ref> Bouchy et al. 2009 </a>,1757.0278290002607,107.0
438,438,HD181433 c,HD181433,CJ,1,3,962.0,1.76,,,203.0,0.64,0.28,0.02,-0.02,K3 IV,4962.0,,0.78,0.33,2.0,0.0,Radial Velocity,<a refstr=BOUCHY_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..527B/abstract target=ref> Bouchy et al. 2009 </a>,1757.0278290002607,107.0
439,439,HD181433 d,HD181433,CJ,1,3,2172.0,3.0,,,171.0,0.54,0.48,0.05,-0.05,K3 IV,4962.0,,0.78,0.33,26.0,0.0,Radial Velocity,<a refstr=BOUCHY_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..527B/abstract target=ref> Bouchy et al. 2009 </a>,1757.0278290002607,107.0
440,440,HD177830 b,HD177830,CJ,2,2,406.6,1.2218,,,473.547,1.49,0.009,0.004,-0.004,,4949.0,2.62,1.47,0.545,5.0,0.0,Radial Velocity,<a refstr=MESCHIARI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..117M/abstract target=ref> Meschiari et al. 2011 </a>,5132.046259999741,88.0
441,441,HD177830 c,HD177830,CS,2,2,110.9,0.5137,,,47.6725,0.15,0.3,0.1,-0.1,,4949.0,2.62,1.47,0.545,1.0,0.0,Radial Velocity,<a refstr=MESCHIARI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..117M/abstract target=ref> Meschiari et al. 2011 </a>,5132.046259999741,88.0
442,442,HD155358 b,HD155358,WJ,1,2,194.3,0.64,,,270.0,0.85,0.17,0.03,-0.03,G0,5900.0,,0.92,-0.51,1.0,0.0,Radial Velocity,<a refstr=ROBERTSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...39R/abstract target=ref> Robertson et al. 2012 </a>,3722.8000279999997,122.0
443,443,HD155358 c,HD155358,CJ,1,2,391.9,1.02,,,261.0,0.82,0.16,0.1,-0.1,G0,5900.0,,0.92,-0.51,11.0,0.0,Radial Velocity,<a refstr=ROBERTSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...39R/abstract target=ref> Robertson et al. 2012 </a>,3722.8000279999997,122.0
444,444,HD154857 b,HD154857,CJ,1,2,408.6,1.291,,,711.91,2.24,0.46,0.02,-0.02,G5 V,5605.0,1.76,1.718,-0.2,1.0,0.0,Radial Velocity,<a refstr=WITTENMYER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783..103W/abstract target=ref> Wittenmyer et al. 2014 </a>,4108.7923599999995,42.0
445,445,HD154857 c,HD154857,CJ,1,2,3452.0,5.36,,,819.97,2.58,0.06,0.05,-0.05,G5 V,5605.0,1.76,1.718,-0.2,13.0,0.0,Radial Velocity,<a refstr=WITTENMYER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783..103W/abstract target=ref> Wittenmyer et al. 2014 </a>,4108.7923599999995,42.0
446,446,HD142 b,HD142,CJ,2,3,349.7,1.02,,,397.27,1.25,0.17,0.06,-0.06,,6245.0,1.47,1.232,0.09,1.0,0.0,Radial Velocity,<a refstr=WITTENMYER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...753..169W/abstract target=ref> Wittenmyer et al. 2012 </a>,5066.95203,82.0
447,447,HD142 c,HD142,CJ,2,3,6005.0,6.8,,,1684.4,5.3,0.21,0.07,-0.07,,6245.0,1.47,1.232,0.09,13.0,0.0,Radial Velocity,<a refstr=WITTENMYER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...753..169W/abstract target=ref> Wittenmyer et al. 2012 </a>,5066.95203,82.0
448,448,HD12661 b,HD12661,WJ,1,2,262.709,0.8079,,,691.569,2.176,0.3768,0.0077,-0.0077,,5748.0,1.11,1.02,0.36,1.0,0.0,Radial Velocity,<a refstr=LIU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014RAA....14.1447L/abstract target=ref>Liu et al. 2014</a>,7969.2697660000995,326.0
449,449,HD12661 c,HD12661,CJ,1,2,1708.0,2.8145,,,575.884,1.812,0.031,0.022,-0.022,,5748.0,1.11,1.02,0.36,11.0,0.0,Radial Velocity,<a refstr=LIU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014RAA....14.1447L/abstract target=ref>Liu et al. 2014</a>,7969.2697660000995,326.0
450,450,HD125612 b,HD125612,CJ,2,3,557.04,1.372,,,985.273,3.1,0.4553,0.0055,-0.0055,G3 V,5841.0,1.05,1.11,0.22,2.0,0.0,Radial Velocity,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,4427.919,72.0
451,451,HD125612 c,HD125612,SE,2,3,4.15514,0.0524,,,17.48065,0.055,0.049,0.038,-0.038,G3 V,5841.0,1.05,1.11,0.22,1.0,0.0,Radial Velocity,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,4427.919,72.0
452,452,HD125612 d,HD125612,CJ,2,3,2835.0,4.06,,,2313.8024,7.28,0.1172,0.0056,-0.0056,G3 V,5841.0,1.05,1.11,0.22,26.0,0.0,Radial Velocity,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,4427.919,72.0
453,453,HD116029 b,HD116029,CJ,2,2,670.0,1.78,,,667.4,2.1,0.054,0.1,-0.1,,4951.0,4.6,1.58,0.18,1.0,0.0,Radial Velocity,<a refstr=JOHNSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...26J/abstract target=ref> Johnson et al. 2011 </a>,2677.9000000000015,28.0
454,454,HD116029 c,HD116029,CJ,2,2,907.0,2.01756171748826,,,403.6441,1.27,0.038,0.127,-0.075,,,,1.33,,13.0,0.0,Radial Velocity,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,2677.9000000000015,28.0
455,455,HD113337 b,HD113337,WJ,3,2,324.0,0.92,,,899.42,2.83,0.46,0.04,-0.04,F6 V,6576.6,1.5,1.4,0.07,1.0,0.0,Radial Velocity,<a refstr=BORGNIET_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561A..65B/abstract target=ref> Borgniet et al. 2014 </a>,2192.98401,266.0
456,456,HD111232 b,HD111232,CJ,1,2,1143.0,1.97,,,2161.15,6.8,0.2,0.01,-0.01,G5 V,5494.0,,0.78,-0.36,1.0,0.0,Radial Velocity,<a refstr=MAYOR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...415..391M/abstract target=ref> Mayor et al. 2004 </a>,1180.7267999998294,38.0
